1420042404.475519,369,508,514,465,421,503
1420042405.493851,385,552,543,512,449,2709
1420042406.506468,383,553,539,494,447,2711
1420042407.512833,384,537,541,505,454,2710
1420042408.523414,384,556,542,531,471,2720
