1420038490.888416,360,512,511,447,422,420
1420038491.906314,357,538,515,445,420,2710
1420038492.917398,357,529,513,444,421,2719
1420038493.923609,362,525,513,450,442,2703
1420038494.934663,357,527,518,452,423,2709
1420038495.946995,360,520,512,469,423,2709
1420038496.960034,356,519,513,448,425,2710
1420038497.971282,361,519,511,449,420,2709
1420038498.98247,354,521,511,444,420,2716
1420038499.9936,359,518,513,468,420,2707
