1420039203.63613,357,510,512,448,420,513
1420039204.655083,363,507,516,443,424,2709
1420039205.666214,368,506,510,443,420,2707
1420039206.677829,363,503,510,447,422,2709
1420039207.698057,359,508,516,443,420,2713
1420039208.710416,362,507,514,445,420,2709
1420039209.721677,365,501,524,447,420,2707
1420039210.733629,359,506,513,444,426,2710
1420039211.744958,357,506,509,444,420,2710
1420039212.756767,362,508,513,441,420,2712
